id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
112,12,2,3,"El teléfono es rápido, pero la cámara en baja luz no me convence. Las fotos salen un poco ruidosas. La pantalla y el rendimiento son buenos, pero esperaba más de la cámara.",2024-09-08,teléfono rápido cámara bajo luz convencer foto salir ruidoso pantalla rendimiento esperar cámara,4 stars,0.3093506693840027
113,13,3,5,Los auriculares son espectaculares. El sonido es de alta fidelidad y la comodidad es insuperable. Los recomiendo a cualquiera que ame la música.,2024-09-09,auricular espectacular sonido alto fidelidad comodidad insuperable recomeir cualquiera amir música,5 stars,0.8051210045814514
114,14,4,5,"La camiseta es muy cómoda, el material es suave y se ajusta perfectamente. La uso para hacer ejercicio y es muy fresca. No retiene el sudor.",2024-09-10,camiseta cómodo material suave ajustar perfectamente ejercicio fresco retener sudor,5 stars,0.48974186182022095
115,15,5,2,"Estas zapatillas son muy duras e incómodas. Me causan dolor en los pies después de usarlas por un tiempo. Me arrepiento de la compra, no valen lo que cuestan.",2024-09-11,zapatilla duro incómoda causar dolor pie usar él tiempo arrepientir compra valer costar,1 star,0.4959436357021332
116,16,6,4,"Una lectura interesante, pero el final es un poco predecible. La historia es entretenida y los personajes son simpáticos. Es un buen libro para pasar el rato.",2024-09-12,lectura interesante predecible historia entretenido personaje simpático libro pasar rato,3 stars,0.5176988840103149
117,17,7,5,Las ollas son de muy buena calidad. Se limpian fácilmente y la comida no se pega. El diseño es muy elegante y se ven muy bien en la cocina. Una excelente inversión.,2024-09-13,olla calidad limpiar fácilmente comida pegar diseño elegante ver cocina excelente inversión,5 stars,0.5926857590675354
118,18,8,4,"Buen balón, pero el diseño se desgastó rápido. La durabilidad del material es buena, pero los colores se desvanecen con el sol. El agarre y el rebote son buenos.",2024-09-14,balón diseño desgastar rápido durabilidad material color desvanecir sol agarre rebote,2 stars,0.41561904549598694
119,19,9,3,"La mochila es funcional, pero la calidad de los cierres es mala. Uno se rompió a las pocas semanas. El material es delgado y no parece muy duradero.",2024-09-15,mochilo funcional calidad cierre malo romper semana material delgar duradero,3 stars,0.38958612084388733
120,20,10,4,"Buena cámara, pero la aplicación para el móvil es lenta y a veces se bloquea. La calidad de video es excelente, pero la usabilidad podría ser mejor. La batería es buena.",2024-09-16,cámara aplicación móvil lento bloquear calidad video excelente usabilidad batería,4 stars,0.32946309447288513
121,1,1,5,"Impresionante, la mejor laptop que he comprado en años. El rendimiento es increíble, ideal para mis proyectos de diseño. La pantalla tiene una resolución fantástica.",2024-09-17,impresionante laptop comprar año rendimiento increíble ideal proyecto diseño pantalla resolución fantástico,5 stars,0.9152501225471497
122,2,3,4,"El sonido es claro, muy contento con la compra. Los auriculares son cómodos y la batería dura mucho. La conexión Bluetooth es muy estable.",2024-09-18,sonido contento compra auricular cómodo batería duro conexión bluetooth estable,5 stars,0.49324721097946167
123,3,5,2,"No son muy cómodas, me arrepiento de la compra. La suela es muy dura y me duelen los pies al caminar. El material se siente barato.",2024-09-19,cómodo arrepientir compra suela duro duelar pie caminar material sentir barato,4 stars,0.31981056928634644
124,4,7,5,"Las ollas llegaron en perfecto estado, el tamaño es ideal. La comida se cocina muy bien, no se pega nada. Son muy fáciles de limpiar y tienen un diseño moderno.",2024-09-20,olla llegar perfecto tamaño ideal comida cocinar pegar fácil limpiar diseño moderno,5 stars,0.7429051995277405
125,5,9,3,"Es una mochila regular, esperaba algo más por el precio. No tiene mucho espacio y las correas se sienten un poco débiles. El material es delgado.",2024-09-21,mochila regular esperar precio espacio correa sentir débil material delgar,2 stars,0.43688103556632996
126,6,2,4,"El teléfono es bueno, pero la batería se agota rápido. La pantalla es fantástica y el rendimiento es fluido. La cámara es decente.",2024-09-22,teléfono batería agotar rápido pantalla fantástico rendimiento fluido cámara decente,5 stars,0.6426163911819458
127,7,4,5,"La camiseta es perfecta, muy ligera para hacer ejercicio. El material es transpirable y se seca rápidamente. No se deforma con las lavadas.",2024-09-23,camiseta perfecto ligero ejercicio material transpirable secar rápidamente deformar lavada,5 stars,0.6465389132499695
128,8,6,3,"Me decepcionó un poco, la historia es confusa. Me costó mucho seguir el hilo de la trama. No la recomendaría a un amigo.",2024-09-24,decepcionar historia confuso costar seguir hilo trama recomendar amigo,1 star,0.5485206842422485
129,9,8,5,"El mejor balón que he tenido, gran control. El agarre es fantástico y la durabilidad es increíble. Es perfecto para entrenar.",2024-09-25,balón control agarre fantástico durabilidad increíble perfecto entrenar,5 stars,0.8127369284629822
130,10,1,5,"La laptop superó mis expectativas, es muy potente. La pantalla es de alta resolución y el teclado es muy cómodo. El sistema de enfriamiento es excelente.",2024-09-26,laptop superar expectativa potente pantalla alto resolución teclado cómodo sistema enfriamiento excelente,5 stars,0.6052660346031189
131,11,3,4,"Buen producto, el sonido es de alta fidelidad. Los auriculares son cómodos y la batería dura mucho. La cancelación de ruido es buena en la oficina.",2024-09-27,producto sonido alto fidelidad auricular cómodo batería duro cancelación ruido oficina,4 stars,0.4412762224674225
132,12,5,3,"Las zapatillas me quedaron grandes, tuve que devolverlas. El material se siente un poco barato y no muy duradero. No las volvería a comprar.",2024-09-28,zapatilla quedar tener devolver él material sentir barato duradero volver comprar,1 star,0.7102639675140381
133,13,7,5,"Excelente set de ollas, muy buena inversión. La calidad es superior y la comida se cocina uniformemente. Son muy fáciles de limpiar.",2024-09-29,excelente set olla inversión calidad superior comida cocinar uniformemente fácil limpiar,5 stars,0.7167224287986755
134,14,9,4,"Muy útil para la universidad, cabe todo lo que necesito. El compartimento para el portátil es seguro y el puerto USB es una gran ventaja.",2024-09-30,útil universidad caber necesitar compartimento portátil seguro puerto usb ventaja,4 stars,0.4684513509273529
135,15,2,5,El teléfono es muy rápido y la pantalla se ve increíble. La cámara es fantástica para fotos y videos. El rendimiento es muy fluido.,2024-10-01,teléfono rápido pantalla ver increíble cámara fantástico foto video rendimiento fluido,5 stars,0.7832003831863403
136,16,4,4,"Un poco ajustada, pero el material es de gran calidad. Es suave al tacto y se siente muy bien en la piel. Ideal para hacer deporte.",2024-10-02,ajustado material calidad suave tacto sentir piel ideal deporte,5 stars,0.5054514408111572
137,17,6,5,"Una de las mejores novelas que he leído, la recomiendo 100%. La trama es intrigante y los personajes son muy complejos. Me mantuvo enganchado hasta el final.",2024-10-03,mejor novela leer recomeir trama intrigante personaje complejo mantener enganchado,5 stars,0.7231244444847107
138,18,8,4,"Buen balón, la costura es resistente. El agarre es bueno y el rebote es consistente. El diseño se desgastó un poco, pero cumple su función.",2024-10-04,balón costura resistente agarre rebote consistente diseño desgastar cumplir función,3 stars,0.3736253082752228
139,19,10,3,"La cámara es buena, pero la conexión con el móvil es muy inestable. Se desconecta a menudo, lo que es frustrante. El video 4K es de buena calidad.",2024-10-05,cámara conexión móvil inestable desconectar frustrante video calidad,1 star,0.5468822121620178
140,20,1,5,"Impecable, no he tenido ningún problema con la laptop. El rendimiento es fantástico y el diseño es muy elegante. La pantalla tiene una excelente reproducción de color.",2024-10-06,impecable problema laptop rendimiento fantástico diseño elegante pantalla excelente reproducción color,5 stars,0.5294673442840576
141,1,3,5,"Simplemente geniales, el sonido es perfecto para mí. Los bajos son profundos y los agudos son claros. La batería dura mucho y son muy cómodos.",2024-10-07,simplemente genial sonido perfecto bajo profundo agudo claro batería duro cómodo,5 stars,0.8776419758796692
142,2,5,4,"Me gustaron, son cómodas para caminar largos tramos. La suela es suave y el diseño es elegante. No me cansan los pies después de un largo día.",2024-10-08,gustar cómodas caminar largo tramo suela suave diseño elegante cansar pie,4 stars,0.48340511322021484
143,3,7,4,"Las ollas son buenas, pero la tapa se calienta demasiado al cocinar. Hay que tener cuidado al manipularlas. Por lo demás, la calidad de cocción es excelente.",2024-10-09,olla tapa calentar cocinar cuidado manipularla calidad cocción excelente,5 stars,0.5708685517311096
144,4,9,5,"Muy resistente, la mochila es perfecta para viajar. El material repelente al agua es un gran plus. Tiene mucho espacio y es muy cómoda de llevar.",2024-10-10,resistente mochila perfecto viajar material repelente agua plus espacio cómodo,5 stars,0.6516371369361877
145,5,1,5,"La laptop es una bestia, rinde muy bien con juegos pesados. La pantalla de alta tasa de refresco hace que la experiencia sea muy fluida. El sistema de enfriamiento es eficiente.",2024-10-11,laptop bestia rendir juego pesado pantalla alto tasa refresco experiencia fluido sistema enfriamiento eficiente,4 stars,0.40493571758270264
146,6,3,4,"Buen sonido, pero el micrófono no es tan claro. Para llamadas no son los mejores, pero para escuchar música son excelentes. La batería dura mucho.",2024-10-12,sonido micrófono llamar mejor escuchar música excelente batería duro,5 stars,0.6492766737937927
147,7,5,3,"No son muy estéticas, pero son cómodas para el gimnasio. La suela es muy fina y no ofrecen mucho soporte. No las usaría para un uso regular.",2024-10-13,estético cómodas gimnasio suela fino ofrecer soporte usar regular,4 stars,0.4473382234573364
148,8,7,5,"Gran calidad y diseño, las ollas se ven muy elegantes. El acabado es impecable y la distribución del calor es perfecta. Son una excelente adición a mi cocina.",2024-10-14,calidad diseño olla ver elegante acabado impecable distribución calor perfecto excelente adición cocina,5 stars,0.6529521942138672
149,9,1,4,"La batería dura poco, pero por el precio está bien. La laptop es muy potente y cumple con mis expectativas. El rendimiento es increíble para el precio.",2024-10-15,batería duro precio laptop potente cumplir expectativa rendimiento increíble precio,5 stars,0.696631669998169
150,10,2,5,"El mejor teléfono que he tenido, la pantalla es una maravilla. La cámara es increíble para fotos y videos. El rendimiento es muy rápido.",2024-10-16,teléfono pantalla maravilla cámara increíble foto video rendimiento rápido,5 stars,0.8973692655563354
151,11,4,3,"Se encogió un poco después de la primera lavada. El material es suave, pero no de buena calidad. Ya no me queda bien, lo cual es una lástima.",2024-10-17,encoger lavada material suave calidad quedar lástima,4 stars,0.3816244602203369
152,12,6,4,"Me gustó la historia, pero el ritmo es un poco lento. La trama avanza muy lentamente. Los personajes son interesantes, pero la historia en general es lenta.",2024-10-18,gustar historia ritmo lento trama avanza lentamente personaje interesante historia general lento,3 stars,0.5084846615791321
153,13,8,5,"Excelente balón, la textura es muy buena. El agarre es fantástico y el rebote es consistente. La durabilidad es increíble. Lo recomiendo a cualquier jugador.",2024-10-19,excelente balón textura agarre fantástico rebote consistente durabilidad increíble recomeir jugador,5 stars,0.7802080512046814
154,14,10,5,"La cámara graba con una calidad asombrosa, muy feliz con la compra. La estabilización es excelente y la batería dura mucho. Es fácil de usar.",2024-10-20,cámara grar calidad asombroso feliz compra estabilización excelente batería duro fácil,5 stars,0.7394852042198181
155,15,1,5,La laptop es un monstruo de rendimiento. Es capaz de manejar cualquier tarea pesada sin problemas. La pantalla de alta resolución y el teclado son un gran plus.,2024-10-21,laptop monstruo rendimiento capaz manejar tarea pesado problema pantalla alto resolución teclado plus,4 stars,0.3946382701396942
156,16,3,4,"El sonido es nítido, pero son un poco pesados. Me aprietan un poco las orejas después de un par de horas. La calidad de audio es excelente, pero la comodidad podría ser mejor.",2024-10-22,sonido nítido pesado apretar oreja par hora calidad audio excelente comodidad,5 stars,0.3959237039089203
157,17,5,4,Cómodos y duraderos para el uso diario. Son lo suficientemente versátiles para ir al gimnasio o para salir. La suela es resistente.,2024-10-23,cómodo duradero diario suficientemente versátil gimnasio salir suela resistente,4 stars,0.4849187135696411
158,18,7,5,"Muy contenta, las ollas son de una calidad superior. El set incluye todos los tamaños que necesito y son perfectas para cualquier tipo de cocción. Son muy fáciles de limpiar.",2024-10-24,contentar olla calidad superior set incluir tamaño necesitar perfecto tipo cocción fácil limpiar,4 stars,0.44961726665496826
159,19,9,5,La mochila es perfecta para el trabajo y los viajes cortos. Cabe mi laptop y mis documentos sin problemas. El diseño es muy elegante. El material es resistente.,2024-10-25,mochilo perfecto trabajo viaje corto caber laptop documento problema diseño elegante material resistente,4 stars,0.36417075991630554
160,20,1,5,"La laptop es increíblemente rápida y fluida. La uso para trabajar y para jugar, y en ambos casos el rendimiento es impecable. El teclado es muy cómodo y la pantalla es de alta calidad.",2024-10-26,laptop increíblemente rápido fluido trabajar jugar caso rendimiento impecable teclado cómodo pantalla alto calidad,5 stars,0.660718560218811
161,1,4,4,"Es una camiseta muy ligera y fresca, perfecta para el verano. La tela es suave y se siente muy bien. El color no se desvanece con los lavados.",2024-10-27,camiseta ligero fresca perfecto verano tela suave sentir color desvanecir lavado,5 stars,0.5986018180847168
162,2,6,3,"No me enganchó la historia, el estilo de escritura no es para mí. La trama es confusa y me costó seguir el hilo. No la recomendaría a un amigo.",2024-10-28,enganchar historia estilo escritura trama confuso costar seguir hilo recomendar amigo,3 stars,0.34447628259658813
163,3,8,4,"Buen balón, pero el diseño no es tan atractivo como en la foto. El rendimiento es bueno y la durabilidad parece ser alta. El agarre es muy bueno.",2024-10-29,balón diseño atractivo foto rendimiento durabilidad alto agarre,5 stars,0.4615221321582794
164,4,10,5,La cámara es muy fácil de usar y la calidad es excelente. La batería dura mucho y la estabilización es muy buena. Perfecta para mis viajes.,2024-10-30,cámara fácil calidad excelente batería duro estabilización perfecto viaje,5 stars,0.6859230399131775
165,5,2,5,"Me encanta el Smartphone Nexus, todo funciona perfectamente. La pantalla es de una calidad impresionante y la cámara es increíble. El rendimiento es muy fluido.",2024-10-31,encantar smartphone nexus funcionar perfectamente pantalla calidad impresionante cámara increíble rendimiento fluido,5 stars,0.9098221063613892
166,6,4,5,La mejor camiseta para hacer deporte. No retiene el sudor y se seca muy rápido. El material es de alta calidad. Es muy cómoda y se ajusta bien.,2024-11-01,camiseta deporte retener sudor secar rápido material alto calidad cómodo ajustar,5 stars,0.5367018580436707
167,7,6,4,"Una lectura entretenida, pasé un buen rato. La historia es interesante, pero el final es un poco predecible. Es un buen libro para pasar el tiempo.",2024-11-02,lectura entretenido pasar rato historia interesante predecible libro pasar tiempo,3 stars,0.5195667743682861
168,8,8,5,"La mejor inversión para mis entrenamientos, la durabilidad es top. El balón tiene un gran agarre y el rebote es consistente. Es perfecto para jugar.",2024-11-03,inversión entrenamiento durabilidad top balón agarre rebote consistente perfecto jugar,5 stars,0.7164350152015686
169,9,10,3,"La cámara se calienta mucho al grabar por un tiempo prolongado. A veces se apaga sola, lo cual es frustrante. La calidad de video es buena, pero el problema del sobrecalentamiento es grave.",2024-11-04,cámara calentar grabar tiempo prolongado apagar frustrante calidad video problema sobrecalentamiento grave,1 star,0.4570799767971039
170,10,1,5,"Excelente rendimiento, no se queda corto con nada. La laptop es muy potente y el diseño es muy elegante. El teclado es muy cómodo.",2024-11-05,excelente rendimiento quedar corto laptop potente diseño elegante teclado cómodo,5 stars,0.6488064527511597
171,11,2,5,"El teléfono es lo máximo, estoy fascinado con la cámara. Saca fotos muy nítidas y la pantalla es increíble. La batería dura todo el día.",2024-11-06,teléfono máximo fascinado cámara sacar foto nítida pantalla increíble batería duro,5 stars,0.7925287485122681
172,12,4,4,"Un buen básico, cumple con lo que promete. La camiseta es cómoda, el color no se desvanece y la talla es la adecuada. Ideal para el uso diario.",2024-11-07,básico cumplir prometer camiseta cómodo color desvanecir talla adecuado ideal diario,4 stars,0.4451339840888977
173,13,6,4,"Es un libro muy interesante, pero me esperaba un final diferente. La trama es original y los personajes son muy complejos. La escritura es muy buena.",2024-11-08,libro interesante esperar trama original personaje complejo escritura,3 stars,0.5251349806785583
174,14,8,5,El balón es muy ligero y fácil de controlar. La superficie texturizada me da un gran control. La durabilidad es excelente.,2024-11-09,balón ligero fácil controlar superficie texturizada control durabilidad excelente,5 stars,0.500608503818512
175,15,10,4,"Buena cámara, pero el micrófono integrado no es muy bueno. El audio se escucha muy bajo. Necesito un micrófono externo. La calidad de video es excelente.",2024-11-10,cámara micrófono integrado audio escuchar necesitar micrófono externo calidad video excelente,5 stars,0.5072374939918518
176,16,2,5,"El teléfono es muy rápido, lo recomiendo a todos mis amigos. La pantalla es increíble y la cámara es fantástica. El rendimiento es muy fluido.",2024-11-11,teléfono rápido recomeir amigo pantalla increíble cámara fantástico rendimiento fluido,5 stars,0.7911794185638428
177,17,4,5,"La mejor camiseta que he comprado, es perfecta. El material es de alta calidad y es muy cómoda. No retiene el sudor.",2024-11-12,camiseta comprar perfecto material alto calidad cómodo retener sudor,5 stars,0.7781170606613159
178,18,6,3,"Un poco lento el desarrollo de la trama, me costó terminarlo. La historia no me enganchó. Los personajes no son muy interesantes.",2024-11-13,lento desarrollo trama costar terminar él historia enganchar personaje interesante,2 stars,0.5172827243804932
179,19,8,5,Perfecto para jugar en el parque con mis amigos. La durabilidad es top y el agarre es excelente. Lo recomiendo para cualquier jugador.,2024-11-14,perfecto jugar parque amigo durabilidad top agarre excelente recomeir jugador,5 stars,0.8114522099494934
180,20,10,5,"La cámara de acción es increíble, muy resistente. Ha sobrevivido a varias caídas. La calidad de video es genial y la batería dura mucho.",2024-11-15,cámara acción increíble resistente sobrevivir caída calidad video genial batería duro,5 stars,0.6304807066917419
181,1,5,4,"Cómodos y elegantes, los uso para ir a la oficina. El diseño es muy bonito y la suela es suave. Son versátiles.",2024-11-16,cómodo elegant oficina diseño bonito suela suave versátil,5 stars,0.5353179574012756
182,2,7,5,"Las ollas son de gran calidad, nada se pega. La distribución del calor es uniforme. Son muy fáciles de limpiar y se ven muy bien en mi cocina.",2024-11-17,olla calidad pegar distribución calor uniforme fácil limpiar ver cocina,4 stars,0.43263593316078186
183,3,9,4,La mochila tiene el tamaño ideal para llevar lo necesario. El compartimento para el portátil es muy seguro. El puerto USB es muy práctico.,2024-11-18,mochila tamaño ideal necesario compartimento portátil seguro puerto usb práctico,5 stars,0.5096177458763123
184,4,1,5,Esta laptop es la mejor inversión que he hecho en mi vida. El rendimiento es excepcional y el diseño es muy elegante. La pantalla es de alta resolución.,2024-11-19,laptop inversión vida rendimiento excepcional diseño elegante pantalla alto resolución,5 stars,0.7270528078079224
185,5,3,5,"El sonido es perfecto, los uso para escuchar música en el gimnasio. La calidad de audio es impresionante y la conexión es estable. La batería dura mucho.",2024-11-20,sonido perfecto escuchar música gimnasio calidad audio impresionante conexión estable batería duro,5 stars,0.7026630640029907
186,6,5,3,"No me duraron mucho, la suela se desgastó muy rápido. Me arrepiento de la compra, no valen lo que cuestan. La calidad es regular.",2024-11-21,durar suela desgastar rápido arrepientir compra valer costar calidad regular,2 stars,0.40550413727760315
187,7,7,4,"Son buenas ollas, pero el precio es un poco alto. Hacen su trabajo, pero no son excepcionales. La distribución del calor es buena.",2024-11-22,olla precio alto trabajo excepcional distribución calor,5 stars,0.6346715688705444
188,8,9,5,"Muy práctica y bien pensada, la mochila es muy funcional. El diseño es minimalista y tiene muchos compartimentos útiles. Es muy cómoda de llevar.",2024-11-23,práctico pensado mochila funcional diseño minimalista compartimento útil cómodo,4 stars,0.47975653409957886
189,9,1,4,"La laptop es muy rápida para navegar y trabajar. La pantalla es muy nítida y el teclado es cómodo. La batería dura poco, pero el rendimiento es increíble.",2024-11-24,laptop rápido navegar trabajar pantalla nítido teclado cómodo batería duro rendimiento increíble,5 stars,0.6636329889297485
190,10,3,5,"Unos auriculares de alta calidad, sonido muy claro. La conexión es estable y la batería dura mucho. La cancelación de ruido es perfecta para la oficina.",2024-11-25,auricular alto calidad sonido conexión estable batería duro cancelación ruido perfecto oficina,5 stars,0.49670839309692383
191,11,5,5,"Súper cómodos, los recomiendo mucho. Son perfectos para el día a día. La suela es suave y el diseño es muy versátil. Se adaptan muy bien a mis pies.",2024-11-26,súper cómodo recomeir perfecto suela suave diseño versátil adaptar pie,5 stars,0.7817940711975098
192,12,7,4,"Se calientan un poco al cocinar por mucho tiempo. La tapa se calienta demasiado. A pesar de eso, la calidad de cocción es buena.",2024-11-27,calentar cocinar tiempo tapa calentar calidad cocción,4 stars,0.34526684880256653
193,13,9,5,"Me encanta el diseño, es minimalista y muy útil. La mochila es perfecta para la universidad. El puerto de carga es una gran ventaja.",2024-11-28,encantar diseño minimalista útil mochilo perfecto universidad puerto carga ventaja,5 stars,0.7525266408920288
194,14,1,5,"La laptop es una maravilla, el mejor rendimiento. La pantalla es increíble y el teclado es muy cómodo. El sistema de enfriamiento es excelente.",2024-11-29,laptop maravilla rendimiento pantalla increíble teclado cómodo sistema enfriamiento excelente,5 stars,0.8543505072593689
195,15,3,4,"Buen sonido, pero se desconectan a veces. La conectividad podría ser mejor. La calidad de audio es buena, pero las interrupciones son frustrantes.",2024-11-30,sonido desconectar conectividad calidad audio interrupción frustrante,1 star,0.4491722881793976
196,16,5,3,"No valen lo que cuestan, la calidad es regular. La suela se desgastó muy rápido y no ofrecen mucho soporte. Me arrepiento de la compra.",2024-12-01,valer costar calidad regular suela desgastar rápido ofrecer soporte arrepientir compra,3 stars,0.37246209383010864
197,17,7,5,"Excelente juego de ollas, muy resistente. La comida se cocina uniformemente y son muy fáciles de limpiar. El diseño es muy elegante.",2024-12-02,excelente juego olla resistente comida cocinar uniformemente fácil limpiar diseño elegante,5 stars,0.6056121587753296
198,18,9,4,"La mochila es muy espaciosa, me gusta mucho. El diseño es simple y funcional. El material es resistente al agua. Las correas son cómodas.",2024-12-03,mochila espaciós gustar diseño simple funcional material resistente agua correa cómodo,4 stars,0.4816840589046478
199,19,1,5,"Una laptop increíble, la compraría de nuevo sin dudarlo. El rendimiento es top y el diseño es muy elegante. La pantalla es de alta resolución.",2024-12-04,laptop increíble compraría dudar él rendimiento top diseño elegante pantalla alto resolución,5 stars,0.7188782691955566
200,20,3,5,El sonido y la comodidad son insuperables. Los uso durante horas para trabajar y no me cansan. La cancelación de ruido es perfecta.,2024-12-05,sonido comodidad insuperabl hora trabajar cansar cancelación ruido perfecto,5 stars,0.6259571313858032
201,1,2,5,"Este teléfono es la mejor compra que he hecho. La pantalla tiene unos colores tan vivos que ver videos es un placer. La cámara frontal también es fantástica para selfies y videollamadas. Me encanta el diseño delgado y ligero, se siente muy premium en la mano.",2024-12-06,teléfono compra pantalla color vivo video placer cámara frontal fantástico selfi videollamada encantar diseño delgado ligero sentir premium mano,5 stars,0.7416740655899048
202,2,4,4,"La camiseta se siente muy bien, el material es ligero y transpirable, pero es un poco ajustada en la parte del pecho. A pesar de eso, es perfecta para el ejercicio. Se seca rápidamente después de sudar, lo que es una gran ventaja en el gimnasio.",2024-12-07,camiseta sentir material ligero transpirable ajustado pecho perfecto ejercicio secar rápidamente sudar ventaja gimnasio,5 stars,0.5488764047622681
203,3,1,5,"La Laptop Gamer Pro es simplemente la mejor. El rendimiento es bestial, los juegos corren a la perfección y la pantalla es de una calidad impresionante. Es una inversión que vale la pena si necesitas una máquina potente para gaming y trabajo.",2024-12-08,laptop gamer pro simplemente rendimiento bestial juego correr perfección pantalla calidad impresionante inversión valer pena necesitar máquina potente gaming trabajo,5 stars,0.6600940227508545
204,4,5,3,Las zapatillas son bonitas pero no muy cómodas para caminar. Se sienten un poco duras en la parte de la suela y me causan dolor en los pies después de un tiempo. Las uso solo para salidas cortas ahora. No las recomiendo para un uso diario.,2024-12-09,zapatilla bonito cómodo caminar sentir duro suela causar dolor pie tiempo salida corto recomeir diario,4 stars,0.398514062166214
205,5,3,4,"Los auriculares tienen un sonido muy bueno, pero la batería no dura tanto como prometen. La cancelación de ruido es decente, pero no la mejor en su clase. El diseño es muy elegante y se ven muy bien, pero la batería es un problema.",2024-12-10,auricular sonido batería durar prometer cancelación ruido decente clase diseño elegante ver batería problema,3 stars,0.3884701728820801
206,6,6,5,"'El Círculo Mágico' es una novela fantástica. La trama es intrigante y los personajes son muy complejos y bien desarrollados. No pude dejar de leer, cada capítulo me enganchaba más. La recomiendo a todos los amantes de la fantasía épica.",2024-12-11,círculo mágico novela fantástico trama intrigante personaje complejo desarrollado poder dejar leer capítulo enganchar recomeir amante fantasía épico,5 stars,0.5869786143302917
207,7,7,5,Estas ollas son de una calidad superior. La comida se cocina de manera uniforme y son muy fáciles de limpiar. El acabado de acero inoxidable es muy duradero y se ven muy bien en la cocina. Es el mejor set que he tenido.,2024-12-12,olla calidad superior comida cocinar uniforme fácil limpiar acabado acero inoxidable duradero ver cocina set,3 stars,0.35140281915664673
208,8,8,5,"El balón tiene un agarre excelente, perfecto para mis partidos de fin de semana. La durabilidad es top, ha resistido muchos golpes sin mostrar signos de desgaste. El rebote es muy predecible.",2024-12-13,balón agarre excelente perfecto partido semana durabilidad top resistir golpe mostrar signo desgaste rebote predecible,5 stars,0.6647384762763977
209,9,9,4,"La mochila es funcional, pero el material se siente un poco delgado. Es buena para el uso diario, pero no la usaría para viajes largos o con mucho peso. El puerto USB es muy práctico, lo cual es una gran ventaja.",2024-12-14,mochilo funcional material sentir delgado diario usaría viaje largo peso puerto usb práctico ventaja,4 stars,0.4633674621582031
210,10,10,5,"La Cámara de Acción 4K es perfecta para mis aventuras. La calidad de video es increíble y la estabilización de imagen funciona de maravilla, incluso en terrenos irregulares. La batería dura mucho tiempo, lo cual es genial para mis viajes.",2024-12-15,cámara acción perfecto aventura calidad video increíble estabilización imagen funcionar maravilla terreno irregular batería duro tiempo genial viaje,5 stars,0.7371857762336731
211,11,1,4,"La laptop es muy potente, pero la batería se agota muy rápido. Para mi trabajo, que requiere movilidad, esto es un gran problema. Por lo demás, el rendimiento es increíble.",2024-12-16,laptop potente batería agotar rápido trabajo requerir movilidad problema rendimiento increíble,5 stars,0.4932264983654022
212,12,2,3,"El teléfono es rápido, pero la cámara en baja luz no me convence. Las fotos salen un poco ruidosas y pierden detalles. Esperaba más de un teléfono en este rango de precio.",2024-12-17,teléfono rápido cámara bajo luz convencer foto salir ruidoso perder detalle esperar teléfono rango precio,3 stars,0.32117554545402527
213,13,3,5,Los auriculares son espectaculares. El sonido es de alta fidelidad y la comodidad es insuperable. Los recomiendo a cualquiera que ame la música. La batería dura mucho y la conexión es estable.,2024-12-18,auricular espectacular sonido alto fidelidad comodidad insuperable recomeir cualquiera amir música batería duro conexión estable,5 stars,0.7436738014221191
214,14,4,5,"La camiseta es muy cómoda, el material es suave y se ajusta perfectamente. La uso para hacer ejercicio y es muy fresca. No retiene el sudor, lo cual es ideal para el calor.",2024-12-19,camiseta cómodo material suave ajustar perfectamente ejercicio fresco retener sudor ideal calor,5 stars,0.5269437432289124
215,15,5,2,"Estas zapatillas son muy duras e incómodas. Me causan dolor en los pies después de usarlas por un tiempo. Me arrepiento de la compra, no valen lo que cuestan. La suela es muy rígida.",2024-12-20,zapatilla duro incómoda causar dolor pie usar él tiempo arrepientir compra valer costar suela rígido,1 star,0.4632296562194824
216,16,6,4,"Una lectura interesante, pero el final es un poco predecible. La historia es entretenida y los personajes son simpáticos. Es un buen libro para pasar el rato, pero no es una obra maestra.",2024-12-21,lectura interesante predecible historia entretenido personaje simpático libro pasar rato obra maestro,3 stars,0.49417203664779663
217,17,7,5,Las ollas son de muy buena calidad. Se limpian fácilmente y la comida no se pega. El diseño es muy elegante y se ven muy bien en la cocina. Una excelente inversión para cualquier hogar.,2024-12-22,olla calidad limpiar fácilmente comida pegar diseño elegante ver cocina excelente inversión hogar,5 stars,0.5674692392349243
218,18,8,4,"Buen balón, pero el diseño se desgastó rápido. La durabilidad del material es buena, pero los colores se desvanecen con el sol. El agarre y el rebote son buenos, pero el diseño no dura.",2024-12-23,balón diseño desgastar rápido durabilidad material color desvanecir sol agarre rebote diseño duro,2 stars,0.4060794413089752
219,19,9,3,"La mochila es funcional, pero la calidad de los cierres es mala. Uno se rompió a las pocas semanas. El material es delgado y no parece muy duradero, esperaba más por el precio.",2024-12-24,mochilo funcional calidad cierre malo romper semana material delgar duradero esperar precio,3 stars,0.4000862240791321
220,20,10,4,"Buena cámara, pero la aplicación para el móvil es lenta y a veces se bloquea. La calidad de video es excelente, pero la usabilidad podría ser mejor. La batería es buena y la estabilización es top.",2024-12-25,cámara aplicación móvil lento bloquear calidad video excelente usabilidad batería estabilización top,5 stars,0.48452067375183105
